groupID,subjectID,a,v_self,v_stranger,v_diff,Type,Condition.x,Condition.y,Condition.x.x,Condition.y.y,Condition.x.x.x,Condition.y.y.y,Condition.x.x.x.x,Condition.y.y.y.y
4,10,2.162916,2.685629,2.066606,0.619023,empirical,"P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600"
4,12,1.399261,1.705866,0.251937,1.453929,empirical,"P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600"
4,14,1.15097,-0.655909,-0.665954,0.0100450000000001,empirical,"P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600","P=120,T=80,W=600"
5,1,1.551299,1.693896,0.722844,0.971052,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,2,1.73051,0.320051,0.214467,0.105584,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,3,2.15788,2.324286,1.215891,1.108395,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,4,1.776565,1.170112,0.388567,0.781545,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,5,1.957438,1.348181,0.900429,0.447752,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,6,2.114376,1.395406,1.090992,0.304414,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,7,2.324664,3.010576,1.664968,1.345608,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,8,1.570733,2.270531,0.350887,1.919644,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,10,1.449333,1.733681,1.082536,0.651145,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,11,1.214017,0.900298,-0.360024,1.260322,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
5,12,2.210593,2.2427,0.772893,1.469807,empirical,"P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100","P=8,T=100,W=1100"
6,1,5.256375,3.915575,3.596566,0.319009,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,3,4.379293,2.898167,2.388768,0.509399,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,4,3.272533,2.261451,1.407597,0.853854,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,5,2.212774,1.369768,0.899761,0.470007,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,10,2.865166,2.190001,1.525293,0.664708,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,12,2.979256,2.126196,1.223056,0.90314,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,13,6.295582,4.29017,4.586671,-0.296501,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,15,2.248502,1.736246,0.99579,0.740456,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
6,16,2.873951,2.113795,1.989212,0.124583,empirical,"P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500","P=120,T=500,W=1500"
1,1,0.524152,2.252599,0.26347,1.989129,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,2,0.577014,-0.389254,-0.000343,-0.388911,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,3,0.60725,2.124463,1.94349,0.180973,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,4,0.530125,2.652768,1.646687,1.006081,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,5,0.728156,4.195311,6.23189,-2.036579,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,6,0.571524,2.200811,2.829422,-0.628611,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,7,0.44717,0.272902,1.063864,-0.790962,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,8,0.612257,3.483761,3.634955,-0.151194,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,9,0.579398,2.80066,2.717278,0.0833820000000003,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,10,0.524207,-0.101323,0.189659,-0.290982,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
1,11,0.519356,0.769507,-0.090033,0.85954,empirical,"P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300","P=0,T=30,W=300"
2,1,0.819988,-0.296815,-0.090498,-0.206317,empirical,"P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600"
2,2,0.920807,-0.000058,-0.558929,0.558871,empirical,"P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600"
2,4,0.926337,0.376117,-0.701496,1.077613,empirical,"P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600"
2,5,0.811518,0.479283,0.226188,0.253095,empirical,"P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600"
2,7,0.564739,1.27355,0.751282,0.522268,empirical,"P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600","P=0,T=30,W=600"
